code,subject,number,enrollment,peak_demand,peak_demand_day,section,times,locations,rating,workload,id,name
RLST 277,RLST,277,18,99,2019-08-27,1,W 13.30-15.20,WLH 013,4.83,3.75,2341,Existentialism
RLST 290,RLST,290,29,46,2019-08-28,1,TTh 10.30-11.20,WLH 208,4.17,2.92,2072,IslamToday:Jihad&Fundamentalsm
RLST 306,RLST,306,12,39,2019-08-26,1,W 9.25-11.15,WTS B60,3.88,3.5,977,Ethics of Forgiveness
RLST 317,RLST,317,7,11,2019-08-27,1,T 9.25-11.15,LC 209,4.6,3.6,2704,Women in Global Medieval Lit
RLST 321,RLST,321,7,12,2019-08-25,1,W 14.30-16.20,WTS A72,4.46,3.25,2705,Hindus and Muslims
RLST 335,RLST,335,7,13,2019-09-03,1,Th 9.25-11.15,CO451 B-04,4.57,3.2,1430,Jewish Magic
RLST 346,RLST,346,12,18,2019-08-27,1,MW 11.35-12.50,BF S-28,4.14,4.06,1696,SayingGoodbyeArtDeathAfterlife
RLST 349,RLST,349,5,10,2019-08-30,1,W 13.30-15.20,LC 103,0,0,639,Religion in Japanese Lit
RLST 354,RLST,354,4,5,2019-08-27,1,Th 13.30-15.20,WLH 209,0,0,1710,JewishRitualLaw & Archaeology
RLST 356,RLST,356,3,5,2019-08-27,1,MWF 11.35-12.25,LUCE 302,4.19,2.56,2710,Classical Hindu Thought
RLST 363,RLST,363,9,20,2019-08-28,1,Th 15.30-17.20,WTS A38,0,0,665,Neo-Confucianism in Korea
RLST 390,RLST,390,5,6,2019-08-30,1,W 13.30-15.20,CO493 102,3.67,3,2712,Russian Religious Culture
RLST 400,RLST,400,4,6,2019-09-05,1,Th 9.25-11.15,SML 335B,4.3,2.5700000000000003,1711,DeadSeaScrollsDamascusDocument
RLST 407,RLST,407,4,4,2019-08-26,1,W 9.25-11.15,SML 335B,3.83,1.83,1719,MidrashSem:SifreShofetim
RLST 491,RLST,491,6,6,2019-08-28,1,W 13.30-15.20,WTS B52,4.11,3.08,2715,The Senior Essay
RUSS 110,RUSS,110,39,47,2019-08-28,1,M-F 9.25-10.15,WTS A68,5,3.6,2744,First-Year Russian I
RUSS 125,RUSS,125,6,10,2019-08-25,1,M-F 10.30-11.20 + 3,YK220 002,4.8100000000000005,3.6,2745,Intensive Elementary Russian
RUSS 130,RUSS,130,10,12,2019-08-28,1,M-F 10.30-11.20,WTS A68,4.42,3.7800000000000002,2746,Second-Year Russian I
RUSS 150,RUSS,150,17,18,2019-08-27,1,MWF 11.35-12.25,YK220 002,4.44,3.54,2747,Third-Year Russian I
RUSS 160,RUSS,160,8,12,2019-08-28,1,MWF 11.35-12.25,WTS A68,4.31,3.32,2748,Fourth-Year Russian I
RUSS 172,RUSS,172,6,12,2019-08-26,1,MW 14.30-15.45,WLH 015,4.34,3.47,2749,Russ History thru Lit & Film
RUSS 228,RUSS,228,5,6,2019-08-30,1,W 13.30-15.20,CO493 102,3.67,3,2712,Russian Religious Culture
RUSS 253,RUSS,253,3,5,2019-08-27,1,MW 13.00-14.15,WTS B35,4.49,3.24,1651,Masterpieces of Russ Lit II TR
RUSS 254,RUSS,254,33,47,2019-09-02,1,TTh 13.30-14.20,WLH 116,4.39,3,1812,Tolstoy and Dostoevsky TR
RUSS 327,RUSS,327,4,10,2019-08-27,1,TTh 14.30-15.45,WLH 009,4,3,509,The Danube in Lit & Film TR
RUSS 329,RUSS,329,8,14,2019-08-29,1,MW 14.30-15.45,WTS B35,0,0,1464,Intro to Modern Ctr Asia
S&DS 101,S&DS,101,49,70,2019-08-26,1,TTh 13.00-14.15,OML 202,3.51,3.17,606,IntroStatistics: LifeSciences
S&DS 102,S&DS,102,67,119,2019-08-29,1,TTh 13.00-14.15,OML 202,3.58,2.95,957,IntroStatistics:PolitclScience
S&DS 103,S&DS,103,100,117,2019-09-02,1,TTh 13.00-14.15,OML 202,3.77,2.77,959,IntroStatistics:SocialSciences
S&DS 105,S&DS,105,96,123,2019-08-29,1,TTh 13.00-14.15,OML 202,3.19,2.6,2762,Intro to Statistics: Medicine
S&DS 106,S&DS,106,37,66,2019-08-29,1,TTh 13.00-14.15,OML 202,3.31,2.63,2763,IntroStatistics: Data Analysis
S&DS 108,S&DS,108,4,5,2019-09-09,1,TTh 13.00-14.15,NA,3.48,2.91,2764,Intro Stats Adv Fundamentals
S&DS 109,S&DS,109,7,16,2019-09-03,1,TTh 13.00-14.15,OML 202,1,2,2765,Intro Statistics:Fundamentals
S&DS 230,S&DS,230,161,222,2019-08-29,1,TTh 9.00-10.15,DL 220,4.43,3.55,1161,Data Exploration and Analysis
S&DS 238,S&DS,238,122,177,2019-08-30,1,TTh 13.00-14.15,ML 211,3.73,3.67,2767,Probability and Statistics
S&DS 241,S&DS,241,320,349,2019-08-29,1,MW 9.00-10.15,SSS 114,3.5300000000000002,2.58,1845,Probability Theory
S&DS 262,S&DS,262,0,9,2019-08-22,1,1 HTBA,NA,2.89,2.93,125,Comp Tools for Data Science
S&DS 312,S&DS,312,62,92,2019-08-30,1,MW 11.35-12.50,WLH 116,3.56,3,2770,Linear Models
S&DS 315,S&DS,315,56,71,2019-09-03,1,TTh 14.30-15.45,DL 220,3.86,2.71,2455,Measuring Impact
S&DS 355,S&DS,355,86,157,2019-08-28,1,TTh 9.00-10.15,OML 202,4.01,3.42,2772,Introductory Machine Learning
S&DS 365,S&DS,365,75,102,2019-09-03,1,TTh 9.00-10.15,LC 101,3.66,4.08,2773,Data Mining & Machine Learning
S&DS 410,S&DS,410,35,55,2019-08-27,1,TTh 11.35-12.50,WTS B52,4.33,4.33,2774,Statistical Inference
S&DS 411,S&DS,411,17,26,2019-08-28,1,W 9.00-11.15,HLH24 107,5,1.6,2775,Decision Theory
S&DS 430,S&DS,430,57,83,2019-08-28,1,TTh 13.00-14.15,WTS A51,3.85,4.04,129,Optimization Techniques
S&DS 480,S&DS,480,5,5,2019-09-10,1,1 HTBA,NA,3.9699999999999998,3.5300000000000002,2777,Individual Studies
S&DS 491,S&DS,491,11,11,2019-09-10,1,1 HTBA,NA,4.5,3.5,2778,Senior Project
SAST 057,SAST,57,9,14,2019-08-27,1,MW 14.30-15.45,WTS A39,4.16,2.84,2685,Gods&Heroes inIndianReligions
SAST 058,SAST,58,3,12,2019-08-27,1,MW 11.35-12.50,CO451 B-04,4.35,2.99,2686,Yoga in South Asia and Beyond
SAST 059,SAST,59,7,17,2019-08-26,1,MW 9.00-10.15,LC 105,4.5600000000000005,3.11,872,Modern South Asian Literature
SAST 060,SAST,60,4,13,2019-08-27,1,TTh 13.00-14.15,LORIA 259,3.8,3,1550,Ten Indian Objects
SAST 245,SAST,245,10,21,2019-08-31,1,MW 11.35-12.50,WLH 211,4.63,3.5,2464,Pol Econ of Gender Inequality
SAST 260,SAST,260,15,40,2019-08-28,1,TTh 14.30-15.45,LORIA 351,3.84,2.24,1552,BuddhistArt&Archtectr900to1600
SAST 283,SAST,283,3,5,2019-08-27,1,MWF 11.35-12.25,LUCE 302,4.19,2.56,2710,Classical Hindu Thought
SAST 306,SAST,306,11,33,2019-08-28,1,T 9.25-11.15,SA10 212,4.31,3.5,155,Environ Justice in South Asia
SAST 308,SAST,308,3,13,2019-08-29,1,TTh 14.30-15.45,WTS A42,0,0,154,South Asian Cities
SAST 323,SAST,323,16,30,2019-08-27,1,M 13.30-15.20,RKZ 04,4.15,3.7,1448,British Raj & Indian Nation
SAST 337,SAST,337,4,9,2019-08-27,1,W 13.30-15.20,WLH 205,4.4,4.2,1462,Islam in South Asia & Beyond
SAST 345,SAST,345,5,11,2019-08-27,1,T 13.30-15.20,WTS A48,0,0,2421,India's National Security
SAST 362,SAST,362,7,12,2019-08-25,1,W 14.30-16.20,WTS A72,4.25,3,2705,Hindus and Muslims
SAST 483,SAST,483,2,9,2019-08-25,1,M 9.25-11.15,HLH28 108,2.74,3.85,713,Political Economy of Migration
SOCY 101,SOCY,101,21,42,2019-08-28,1,TTh 14.30-15.20 + 1,WLH 119,4.1,3.1,2820,Introduction to Sociology
SOCY 112,SOCY,112,90,114,2019-08-28,1,TTh 10.30-11.20,LC 101,3.96,3.75,758,Foundations inEducationStudies
SOCY 133,SOCY,133,3,42,2019-08-28,1,TTh 13.00-14.15,CO493 106,3.66,2.24,2822,"Computers, Networks, & Society"
SOCY 144,SOCY,144,14,49,2019-08-27,1,MW 14.30-15.20 + 1,WLH 119,3.7,2.75,762,"Race, Ethnicity, & Immigration"
SOCY 151,SOCY,151,50,92,2019-08-29,1,MW 10.30-11.20 + 1,WTS A51,3.71,2.52,2444,FoundationsOfModrnSocialTheory
SOCY 162,SOCY,162,9,31,2019-08-27,1,Th 15.30-17.20 + 1,WLH 204,4.23,3.23,763,MethodsInQuantitativeSociology
SOCY 167,SOCY,167,14,30,2019-08-29,1,Th 19.00-20.50,WLH 002,3.7,2.44,2826,Social Networks and Society
SOCY 223,SOCY,223,25,57,2019-08-29,1,TTh 14.30-15.45,WLH 211,4.14,2.79,1002,PoliticsEthnicNationalIdentity
SOCY 314,SOCY,314,19,28,2019-08-28,1,T 15.30-17.20,LC 103,4.39,3.81,2828,The Social Meaning of Money
SOCY 319,SOCY,319,5,17,2019-08-22,1,M 13.30-15.20,WALL81 201,3.69,2.29,24,EthngrphyAfrAmerCommunity
SOCY 365,SOCY,365,10,27,2019-08-28,1,Th 13.30-15.20,RKZ 08,4.02,3.17,2433,The Making of Political News
SOCY 471,SOCY,471,2,2,2019-09-03,1,1 HTBA,NA,4.09,3.32,2831,Individual Study
SOCY 491,SOCY,491,4,5,2019-08-27,1,T 13.30-15.20,CO493 208,4.09,3.32,2832,Senior Essay and Colloquium
SOCY 493,SOCY,493,9,9,2019-08-24,1,T 13.30-15.20,CO493 208,3.94,3.34,2833,SenrEssay&Colloq:IntensvMajors
SPAN 060,SPAN,60,13,19,2019-08-28,1,TTh 9.00-10.15,BASSLB L70,3.81,3.03,2304,FirstYrColloq:LiteraryStudies
SPAN 110,SPAN,110,112,156,2019-08-26,1,M-F 9.25-10.15,LC 212,3.99,3.29,2297,Elementary Spanish I
SPAN 120,SPAN,120,87,98,2019-08-26,1,M-F 9.25-10.15,WLH 001,3.83,3.8,2298,Elementary Spanish II
SPAN 125,SPAN,125,11,20,2019-08-25,1,M-F 9.25-11.25,WLH 209,4.77,4.08,2301,Intensive Elementary Spanish
SPAN 130,SPAN,130,182,204,2019-08-28,1,M-F 9.25-10.15,WLH 011,3.9699999999999998,3.66,2312,Intermediate Spanish I
SPAN 132,SPAN,132,15,15,2019-09-06,1,MWF 11.35-12.25,WLH 012,4.59,3.08,2305,SpanishFor Heritage Speakers I
SPAN 140,SPAN,140,76,98,2019-08-27,1,M-F 9.25-10.15,WTS A39,3.7199999999999998,3.47,2302,Intermediate Spanish II
SPAN 150,SPAN,150,28,40,2019-08-27,1,MWF 9.25-10.15,WLH 210,4.28,3.93,2306,Adv Oral and Writ Com in Span
SPAN 222,SPAN,222,43,121,2019-08-27,1,MW 9.00-10.15,WLH 113,4.06,2.23,1732,Legal Spanish
SPAN 223,SPAN,223,13,28,2019-08-27,1,MW 13.00-14.15,WLH 114,3.9,3.45,1733,Spanish in Film
SPAN 227,SPAN,227,11,25,2019-08-28,1,TTh 13.00-14.15,WLH 014,4.74,2.91,1734,Creative Writing
SPAN 243,SPAN,243,29,37,2019-08-28,1,MWF 9.25-10.15,WLH 003,3.9,3.79,1735,Advanced Spanish Grammar
SPAN 247,SPAN,247,60,77,2019-08-28,1,MW 9.00-10.15,HLH17 113,3.9699999999999998,2.58,1736,IntroToCulturesOfLatinAmerica
SPAN 261,SPAN,261,8,19,2019-08-30,1,TTh 11.35-12.50,WLH 211,4.39,2.74,1738,StudiesIn Spanish Literature I
SPAN 334,SPAN,334,21,31,2019-08-27,1,MW 14.30-15.45,WLH 002,4.11,3.22,2303,Migration in Contemp Spain
SPAN 350,SPAN,350,23,54,2019-08-28,1,TTh 11.35-12.50,RKZ 102,4.1,2.47,1739,Borges: Literature and Power
SPAN 352,SPAN,352,0,20,2019-08-22,1,1 HTBA,NA,3.8,2.5700000000000003,2313,Spanish American Short Story
SPAN 367,SPAN,367,14,38,2019-08-27,1,MW 11.35-12.50,WLH 120,4.05,3.64,1425,Spanish Civil War:Words&Images
SPAN 398,SPAN,398,31,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04,5,Caribbean Baseball
THST 098,THST,98,17,23,2019-08-31,1,M 15.30-17.20,YK220 201,3.96,3.23,2876,CompPerform 1 Person Play
THST 110,THST,110,25,34,2019-08-28,1,TTh 10.30-11.20 + 1,WLH 116,3.26,3.39,2877,Survey of Theater and Drama
THST 210,THST,210,28,28,2019-08-29,1,MW 13.30-15.20,YK220 101,4.7,2.52,2878,Intro to Performance Concepts
THST 215,THST,215,11,21,2019-08-30,1,M 15.30-17.20,ELM294 303,3.76,2.76,925,Writing Dance
THST 236,THST,236,13,26,2019-08-26,1,W 13.30-15.20,STOECK 312,4.74,3.21,2124,AmericanMusicalTheaterHistory
THST 300,THST,300,11,14,2019-08-27,1,TTh 10.30-12.20,YK220 101,4.49,3.43,2881,The Director and the Text I
THST 314,THST,314,24,24,2019-08-27,1,F 13.30-17.20,GR109 ROSENFELD,4.94,4.27,2882,Creating a Musical: Rumspringa
THST 315,THST,315,12,43,2019-08-29,1,F 13.30-17.20,YK220 101,4.71,3.88,892,Acting Shakespeare
THST 319,THST,319,17,40,2019-08-28,1,TTh 13.30-15.20,ELM294 303,4.65,2.49,20,Embodying Story
THST 320,THST,320,12,21,2019-08-29,1,T 14.30-17.00,LC 212,4.18,3.52,926,Playwriting
THST 321,THST,321,13,27,2019-08-27,1,MW 15.30-17.20,YK220 101,4.78,3.3,935,ProductionSeminar: Playwriting
THST 326,THST,326,3,6,2019-09-02,1,MW 11.35-12.50,RKZ 241,0,0,634,Artists Under Surveillance
THST 335,THST,335,19,29,2019-08-28,1,TTh 10.30-12.20,NA,4.49,1.82,54,W.AfricanDance:Tradtnl-Contemp
THST 340,THST,340,8,14,2019-08-29,1,M 13.30-15.20,ELM294 303,4.78,1.83,2889,Ballet Now
THST 350,THST,350,19,20,2019-08-30,1,MW 10.30-12.20 + 1,YK220 101,4.75,2.31,2890,Production Seminar
THST 390,THST,390,0,1,2019-08-22,1,1 HTBA,NA,4.58,3.25,895,Modern European Drama
THST 395,THST,395,13,24,2019-08-28,1,W 10.30-12.20,ELM294 303,4.43,3.43,292,Postmodern Dance
THST 401,THST,401,9,17,2019-08-28,1,MW 15.30-17.20,YK220 202,5,3,2893,Sound Design for Theater
THST 414,THST,414,6,7,2019-09-01,1,F 11.30-13.20 + 1,NA,4.4,2.7,2894,LyricWrtngForMusicalTheater
THST 416,THST,416,14,27,2019-08-28,1,M 13.30-15.20,LC 208,3.67,2.33,513,British Cinema
THST 427,THST,427,12,22,2019-09-01,1,T 10.30-12.20,CCAM 103,4.5,2.75,84,Movement Research
THST 437,THST,437,5,12,2019-08-22,1,1 HTBA,NA,5,3.5,1026,Sacred Texts & Social Justice
THST 452,THST,452,7,18,2019-08-31,1,F 8.25-12.20,YK220 201,4.11,3.03,2898,Acting: Constructing Character
THST 471,THST,471,4,4,2019-08-28,1,1 HTBA,NA,4.6,3.4,2899,Directed Independent Study
THST 491,THST,491,3,4,2019-08-26,1,W 9.25-11.15,YK220 202,3.5,3.52,2900,SeniorProjectInTheaterStudies
WGSS 010,WGSS,10,9,19,2019-08-27,1,TTh 11.35-12.20,STOECK 211,0,0,2118,"Music, Gender, (Dis)ability"
WGSS 030,WGSS,30,18,41,2019-08-26,1,TTh 13.00-14.15,WLH 001,4.92,2.85,2923,Neoliberalism and Sexuality
WGSS 033,WGSS,33,13,39,2019-08-26,1,TTh 13.00-14.15,WTS A32,3.67,2.83,1394,London&Paris Fashion since1750
WGSS 125,WGSS,125,12,19,2019-09-01,1,TTh 11.35-12.50,YK212 004,0,0,2,HistoriesQueer&TransPolitics
WGSS 179,WGSS,179,0,2,2019-08-22,1,1 HTBA,NA,4.75,3.25,894,Renaissance Love Poetry
WGSS 194,WGSS,194,42,86,2019-08-28,1,TTh 10.30-11.20 + 1,LC 211,3.99,3.2800000000000002,888,Queer Modernisms
WGSS 205,WGSS,205,16,46,2019-08-28,1,T 15.30-17.20,WLH 209,3.73,3,2928,"Bodies&Pleasures, Sex&Genders"
WGSS 209,WGSS,209,11,33,2019-08-29,1,F 13.30-15.20,RKZ 241,4.12,2.7199999999999998,485,Dionysus in Modernity TR
WGSS 219,WGSS,219,9,16,2019-08-26,1,TTh 13.00-14.15,WLH 012,3.63,3.38,13,Sex&Gender inThe BlackDiaspora
WGSS 220,WGSS,220,18,43,2019-08-29,1,T 9.25-11.15,RKZ 02,4.35,3.13,2426,Gender Politics
WGSS 245,WGSS,245,6,10,2019-08-27,1,Th 13.30-15.20 + 1,WTS B35,3.89,2.86,1201,Family in Greek Lit & Film TR
WGSS 251,WGSS,251,13,17,2019-08-27,1,TTh 13.00-14.15,LC 206,4.31,3.62,897,Experiments in the Novel 18thC
WGSS 260,WGSS,260,24,72,2019-08-28,1,Th 9.25-11.15,PR135 A83,4.75,2.06,2934,"Food, Identity and Desire"
WGSS 270,WGSS,270,337,375,2019-09-03,1,TTh 13.30-14.20 + 1,SSS 114,4.64,3.44,4,Sickness and Health
WGSS 298,WGSS,298,16,28,2019-09-03,1,W 15.30-17.20,WLH 013,4,3,78,The Postcolonial City
WGSS 305,WGSS,305,24,31,2019-09-03,1,M 15.30-17.20,YK220 100,0,0,21,Black Feminist Theory
WGSS 316,WGSS,316,7,11,2019-08-27,1,T 9.25-11.15,LC 209,4.62,3.92,2704,Women in Global Medieval Lit
WGSS 325,WGSS,325,0,1,2019-08-22,NA,NA,NA,0,0,1010,Asian Diasporas since 1800
WGSS 340,WGSS,340,21,45,2019-08-29,1,T 15.30-17.20,WLH 204,4.07,3.58,901,Feminist and Queer Theory
WGSS 354,WGSS,354,7,26,2019-08-27,1,W 15.30-17.20,LC 105,3.88,4.38,1418,Womens Grssrts Pol Post WII US
WGSS 396,WGSS,396,13,22,2019-08-28,1,MW 13.00-14.15,WLH 210,0,0,1400,Trans Hist
WGSS 398,WGSS,398,4,4,2019-08-22,1,W 13.30-15.20,WTS A35,3.94,3.19,2943,Junior Research Seminar
WGSS 405,WGSS,405,15,25,2019-08-27,1,TTh 13.00-14.15,ELM143 106,4.05,2.55,640,Women&Lit: TraditionalChina TR
WGSS 408,WGSS,408,16,27,2019-08-29,1,M 13.30-15.20,WLH 011,4.42,3.94,83,Latinx Ethnography
WGSS 409,WGSS,409,18,52,2019-08-28,1,Th 13.30-15.20,BASSLB L73,4.75,4,90,AsianAmerWomen&Gender1830-Pres
WGSS 429,WGSS,429,133,206,2019-08-28,1,MW 11.35-12.25 + 1,DL 220,3.77,2.3,1317,"Sex, Markets, and Power"
WGSS 457,WGSS,457,17,101,2019-08-27,1,W 15.30-17.20,SML 177,4.43,3.34,1415,ReproductiveHlthGender&PowerUS
WGSS 463,WGSS,463,12,62,2019-08-27,1,W 15.30-17.20,YK212 004,4.43,3.98,96,Privilege in the Americas
WGSS 490,WGSS,490,7,7,2019-09-03,1,1 HTBA,NA,3.67,2.63,2950,The Senior Colloquium
WGSS 491,WGSS,491,0,2,2019-08-26,1,1 HTBA,NA,4.25,4.17,2951,The Senior Essay
